ID,Rubrik,Beskrivning,GE_KravID
627,S243 - Skydd mot intrång via kommunikationslösningen,I den av Leverantören föreslagna Lösningen ska (S243) Mätsystemet vara skyddat mot intrång och extern åtkomst av data via kommunikationslösningen.,S243
628,S244 - Återläsa data,"Det ska (S244) gå att återläsa data, i enlighet med de backuper som tas, till en given tidpunkt för att minimera dataförlust i samband med Incident.",S244
629,S245 - Mätsystemet utvecklas enligt Branschpraxis,"Leverantören ska (S245) säkerställa att Mätsystemet utvecklas i enlighet med gällande Branschpraxis för säker och kvalitativ kod, såsom SDL, OWASP eller likvärdigt.",S245
630,S246 - Dokumentation av interna gränssnitt,Mätsystemet ska (S246) ha väl strukturerade och dokumenterade interna gränssnitt för säker intern kommunikation.,S246
637,S253 - Rutin för säkerhetsuppdateringar,Leverantören ska (S253) ha en process/rutin för säkerhetsuppdateringar. Redovisa er process/rutin.,S253
638,S254 - Skydd i djupled,Mätsystemet ska (S254) uppfylla principer för skydd i djupled.,S254
640,S256 - Härdning,Alla ingående delar i Mätsystemet ska (S256) vara härdade av Leverantören.,S256
641,S257 - Ny nyckel/lösnenord,Fabriksinställningar och leverantörsspecifika standardlösenord eller krypteringsnycklar ska (S257) ersättas med nyskapade motsvarigheter som uppfyller Beställarens krav.,S257
643,S259 - Beroenden mot andra system,Lösningsdesign ska (S259) utformas så att beroenden mot andra system inte innebär att systemet tappar skydd.,S259
644,S260 - Alla delar täcks,Mätsystemet ska (S260) ha en säkerhet som bygger på att alla delar av systemets/komponenternas livscykel täcks in.,S260
645,S261 - Fjärråtkomst,"Dellösningar eller funktionalitet för fjärråtkomst som ingår i Mätsystemet ska (S261) skyddas mot obehörig användning, insyn och förändring.",S261
646,S262 - Kontrollutrustning,Kontrollutrustning ska (S262) i förekommande fall då de ingår i Mätsystemet omfattas av säkerhetskrav på samma sätt som annan utrustning.,S262
647,B1 - Korrigerade mätvärden,"Om Mätenheten korrigerar uppmätta värden för spänning och/eller ström vid beräkning av energiförbrukning, ska (B1) dessa värden också vara de som används i Mätsystemet.",B1
650,B4 - Energivärdena ska levereras kontinuerligt,Energivärdena (15-minutersvärden) ska (B4) levereras kontinuerligt från Mätenhet till HES.,B4
651,B5 -  PQ-värden ska levereras inom 15 min,PQ-värdena (15-minutersvärden) ska (B5) levereras senast inom 15 minuter från registrering i mätarna till HES för en utvald grupp av mätare (max 20 % av det totala antalet mätare),B5
652,B6 - 100% energivärden inom 96h,100 % av Energivärdena ska (B6) vara insamlade till HES inom 96 timmar efter dygnsskiftet.,B6
653,B7 - Kommunikationsmetadata  ska levereras kontinuerligt,Kommunikationsmetadata (15-minutersvärden) ska (B7) levereras kontinuerligt från Kommunikationsutrustning till HES.,B7
654,B8 - Avbrottshändelse inom 1 minut,Avbrottshändelse ska (B8) finnas tillgängliga i HES systemet inom 1 minut.,B8
659,B13 - Mätmetod,Det ska (B13) vara konfigurerbart vilken mätmetod som används för mätning av in- och utmatning av energi i samtliga faser.,B13
660,B14 - Överförd aktiv och reaktiv energ / 5min,Mätenheten ska (B14) kunna registrera mängden överförd aktiv och reaktiv energi för uttag och inmatning av el per 5 minuter.,B14
661,B15 - Mätning och registrering / fas,"Mätenheten ska (B15) för varje fas kunna mäta och registrera min, max och medelvärde för spänning, ström, aktiv och reaktiv effekt för uttag och inmatning av el per 5 minuter.",B15
662,B16 - Mäta frekvensen i elnätet,Mätenheten ska (B16) kunna mäta frekvensen i elnätet.,B16
663,B17 - Registrera First Breath,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
1. ”First Breath” från Mätenhet (B17)",B17
664,B18 - Registrera mjukvara mottagen,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
2. Mjukvara mottagen (B18)",B18
665,B19 - Registrera Mjukvaruverifiering – misslyckad,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
3. Mjukvaruverifiering – misslyckad (B19)",B19
666,B20 - Registrera Mjukvaruverifiering – lyckad,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
4. Mjukvaruverifiering – lyckad (B20)",B20
667,B21 - Registrera Mjukvaruuppdatering – misslyckad,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
5. Mjukvaruuppdatering – misslyckad (B21)",B21
668,B22 - Registrera Mjukvaruuppdatering – lyckad,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
6. Mjukvaruuppdatering – lyckad (B22)",B22
669,B23 - Registrera Ändring av parametrar,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
7. Ändring av parametrar (B23)",B23
670,B24 - Registrera Kommunikationsfel,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
8. Kommunikationsfel (B24)",B24
671,B25 - Registrera temperatur överskrider gränsvärde,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
9. Temperatur överskrider inställt gränsvärde (B25)",B25
672,B26 - Registrera  Elnätets frekvens utanför gränsvärden,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
10. Elnätets frekvens över- eller underskrider inställda gränsvärden (B26)",B26
673,B27 - Registrera  Effektfaktor överskrider  gränsvärde per fas,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
11. Effektfaktor överskrider inställt gränsvärde per fas (B27)",B27
675,B29 - Registrera när hög ström överskrider gränsvärde per fas,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
13. Hög ström överskrider inställt gränsvärde per fas (B29)",B29
676,B30 - Registrera när hög effekt överskrider gränsvärde per fas,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
14. Hög effekt överskrider inställt gränsvärde per fas (B30)",B30
677,B31 - Registrera när effektuttag överskrider gränsvärde,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
15. Totalt effektuttag överskrider inställt gränsvärde (B31)",B31
678,B32 - Registrera anslutning som kan orsaka varmgång,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
16. Identifierad anslutning som kan orsaka varmgång (B32)",B32
679,B33 - Registrera varmgång i anslutning,"Mätsystemet ska registrera och lagra information när följande Händelser inträffar:
17. Vid varmgång i anslutning (B33)",B33
680,B34 - Konfigurera register som ska lagras för händelser,För varje Händelse ska (B34) det finnas möjlighet att valfritt konfigurera vilka register (OBIS-koder) i Mätenheten som ska lagras.,B34
681,B35 - Inaktivera skickandet av Händelser från specifik Mätenhet,Det ska (B35) vara möjligt att inaktivera skickandet av Händelser från utpekad Mätenhet från HES i syfte att inte behöva få in en stor mängd Händelser från en viss Mätenhet.,B35
682,B36 - Tidsangivelsen får max avvika med 1 sek,Tidsangivelsen ska (B36) högst avvika med 1 sekunder från Normaltid för Mätenhet.,B36
698,B52 - 3-fas anpassas till 1-fasig mätning,3-fas Mätenheter ska (B52) kunna anpassas till 1-fasig mätning och då uppfylla de normkrav (MID) som finns på en rent 1-fasig mätare.,B52
699,B53 - dimensionerad minst strömstyrka 5A,Mätenheten ska (B53) vara dimensionerad för minst strömstyrka 5 (Imax 100) A.,B53
700,"B54 - anslutningsplin minst kabelarea 2,5–35 mm2","Mätenhetens anslutningsplint ska (B54) klara minst kabelarea 2,5–35 mm2.",B54
701,B55 - turordningen för olika sätt att samla in Mätvärden,Användare ska (B55) ha möjlighet att sätta turordningen för olika sätt att samla in Mätvärden till HES. Detta gäller manuella och schemalagda mätinsamlingar.,B55
702,B56 - Insamling i olika tidsintervall,Insamling av Mätvärden för Mätpunkterna ska (B56) kunna sättas i olika tidsintervall.,B56
703,B57 - Repetera kommunikationsförsök,Om ett kommunikationsförsök för mätinsamling misslyckas ska (B57) Mätsystemet repetera försöken det antal gånger som är förinställt.,B57
704,B58 - Konfigurerara kommunikationsförsök,Antalet kommunikationsförsök för mätinsamling ska (B58) kunna ändras.,B58
705,B59 - Lagring av Mätvärden i HES,"Lagring av Mätvärden i HES ska (B59) kunna ske periodiskt med följande valbara tidsintervall:
- Minutvärden (1–15 minuter)
- Timvärden
- Dygnsvärden
- Månadsvärden",B59
706,B60 -  sätta turordningen för olika exporter,Användare ska (B60) ha möjlighet att sätta turordningen för olika exporter från HES. Detta gäller både manuella och schemalagda exporter.,B60
707,B61 - Responstider i användargränssnittet,"Responstider i användargränssnittet i HES ska (B61) inte överstiga:
- 0,5 s från inmatning, knapptryckning el. motsv. till första respons på bildskärm
- 0,5 s för visning av formulär-vy inklusive data
- 5 s för visning av enkel rapport
- 15 s för inloggning",B61
708,B62 - Energivärden till annat system inom 10 sek,Energivärdena (15-minutersvärden) ska (B62) kunna exporteras från HES via integrationer till annat system senast 10 sekunder efter registrering i HES.,B62
710,B64 - Avbrottshändelse till annat system inom 1 sek,Avbrottshändelse ska (B64) kunna exporteras från HES via integrationer till annat system senast 1 sekund efter registrering i HES.,B64
712,B66 - Rapport - Rubrik som motsvarar attributet,För alla attribut som väljs att ingå i en rapport ska (LB66) det finnas en rubrik som motsvarar attributet. T.ex. en rubrik ”adress” när det är adressdata som ingår i rapporten,B66
713,B67 - Fördefinierade rapporter,"Det ska (B67) finnas fördefinierade rapporter i HES, t.ex.:
- Mätinsamlingsstatistik innehållande tidsintervall, nyttighet, kommunikationsteknik och vilken grupp Mätenheten tillhör
- Mätvärden för enskild Mätenhet innehållande tidsintervall, nyttighet, kommunikationsteknik och vilken grupp Mätenheten tillhör",B67
714,B68 - Info om användare,"HES ska (LB68) ha en vy där information presenteras om systemets Användare, t.ex. användar-id, namn, roll och behörighet.",B68
715,B69 - Händelser och Larm i kartvy,Händelser och Larm ska (B69) kunna visas i en kartvy där det ska vara möjligt för Användaren att filtrera och söka på händelsetyp och visst tidsspann.,B69
716,B70 - Mätpunkt med fritextfält,För varje Mätpunkt ska (B70) det finnas noteringsfält där Användaren kan lägga in fritext.,B70
717,B71 - Hjälpfunktion,I HES användargränssnitt ska (LB71) det finnas en hjälpfunktion som hjälper Användaren att förstå hur arbetsuppgifter utförs med hjälp av systemets funktionalitet.,B71
718,B72 - Rensa mätvärden och loggar,HES ska (B72) innehålla automatiska funktioner för att rensa Mätvärden och loggningar utefter uppsatta regler. Detta för att undvika att mängden av lagrad data (historiska Mätvärden och Händelseloggar) successivt växer.,B72
719,B73 - Filtrering och sortering i larmlista,En Användare ska (B73) ha möjlighet att filtrera och sortera i larmlistan.,B73
720,B74 - Administrera larmvärden,"En Användare med rätt behörighet ska (B74) ha möjlighet att administrera larmvärden t.ex. sätta larmintervall, aktivera och inaktivera Larm.",B74
721,B75 - Kvittera larm,"Användare i HES ska (B75) kunna kvittera ett Larm i larmlistan med olika statustyper t.ex. godkänna, stänga och radera.",B75
723,B77 - Dynamisk kartvy,Presentation av data i karta ska (B77) vara dynamiskt anpassningsbart av Användaren t.ex. visning utifrån status eller geografiskt område.,B77
724,B78 - Följa mätinsamlingsprocessen,Det ska (B78) finnas funktionalitet i HES för att följa mätinsamlingsprocessen. t.ex. att de är pågående eller avslutade insamlingsjobb.,B78
725,B79 - Historiska insamlingsjobb,Det ska (B79) finnas funktionalitet i HES för att titta på historiska insamlingsjobb under en vald tidsperiod.,B79
726,B80 - Kommunikationsövervakning,Det  ska (B80) finnas kommunikationsövervakning av Mätenheter och infrastruktur.,B80
727,B81 - Upptäcka mätare med kommunikationsproblem,I HES ska (B81) det vara möjligt för Användaren att upptäcka och se enskilda Mätenheter som har kommunikationsproblem.,B81
728,B82 - Upptäcka område med kommunikationsproblem,I HES ska (B82) det vara möjligt för Användaren att upptäcka och se områden där flera Mätenheter har kommunikationsproblem.,B82
729,B83 - Visa mätare med kommunikationsproblem i karta,I HES ska (B83) det vara möjligt att visualisera Mätenheter med kommunikationsproblem i en grafisk vy/karta som går att zooma in och ut.,B83
730,B84 - Visa mätare med kommunikationsproblem i lista,"I HES ska (B84) det vara möjligt att presentera Mätenheter som har kommunikationsproblem i en lista med information, t ex. felorsak, tidpunkt.",B84
731,B85 - Visa senaste mätvärde och tidpunkt,Senaste Mätvärdet och tidpunkten för kommunikation med Mätenheten ska (B85) visas i HES.,B85
732,B86 - historik för infrastrukturens kommunikation,Det ska (B86) vara möjligt att i HES kunna se minst en månads historik för infrastrukturens kommunikation för enskild Mätenhet.,B86
733,B87 - kopiera statiska fält,"Det ska (B87) vara möjligt för Användaren att kunna kopiera statiska fält i HES som t.ex. rubriker, status, svar på Händelser i systemet.",B87
734,B88 - markera flera objekt och ge kommando,Det ska (B88) vara möjligt för Användaren att markera flera objekt (t.ex. i en larmlista) och därefter ge ett kommando (t.ex. ändra eller radera) som då utförs på alla markerade objekt.,B88
736,B90 - Massradering,I HES ska (B90) det finnas en funktion för att genomföra massradering av övergripande strukturdataobjekt så att alla kopplade relationer också raderas. T.ex. att detta genomföras via grupptillhörighet.,B90
737,B91 - Konfigurering av Mätenheten,Konfigurering av Mätenheten från HES ska (B91) kunna utföras utan att ladda ner ny Firmware.,B91
738,B92 - Detektera avsaknad av neutralledare,Från HES ska (B92) det gå att konfigurera kriterier för att detektera avsaknad av neutralledare i Mätenheten.,B92
739,B93 - Skapa grupper,"Grupper ska (B93) kunna skapas dynamiskt av Användaren i HES med hjälp av olika parametrar, t.ex. Anläggnings-ID för export av insamlat data eller uppgradering av mätarens mjukvara där grupp kan vara per postnummer eller mätarens identitet.",B93
740,B94 - Grupper för utförande av kommandon,"Konfigurerade grupper ska (B94) kunna användas för att utföra olika kommandon t.ex. förändra insamlingsintervall, exportera insamlat data etc.",B94
741,B95 - Spara personliga vyer,I HES ska (B95) det gå att konfigurera och spara personliga vyer som visas behörighetsstyrt för respektive Användare.,B95
742,B96 - Konfigurera data för kundgränssnittet,I HES ska (B96) det gå att konfigurera vilket data som skickas ut via Kundgränssnittet.,B96
743,B97 - Manuell Estimering av saknade Mätvärden,Det ska (B97) finnas en funktion för manuell Estimering av saknade Mätvärden.,B97
744,B98 - Användargränssnitt på engelska,"Användargränssnittet ska (B98) per Användare kunna väljas att, förutom svenska, vara på engelska.",B98
745,B99 - Systemarbete på svenska,För systemarbete i HES ska (B99) svenska användas.,B99
746,B100 - Återställningstid efter strömavbrott,Återställningstiden för infrastrukturkommunikationen efter ett strömavbrott ska (B100) högst vara 15 minuter efter den tidpunkt då elnätet åter är i drift.,B100
748,B102 - Hämta mätardata för 24h för  95% av mätare inom 60 min,Kommunikationslösningen ska  (B102) klara av att hämta in 95 % av all Mätdata från 400 000 mätare och för de senaste 24 timmarna inom 60 minuter,B102
751,B105 - Databashotell,HES databas ska (B105) kunna placeras i Beställarens databashotell.,B105
752,B106 - Hårdvara för användargränssnittet,"HES ska (B106) vara utformad för att kunna användas med olika typer av datorer, datorplattor och smarta telefoner, med olika arkitektur och operativsystem.",B106
753,B107 - Versionshantering av webservice-gränssnitt,Webservice-gränssnitt ska (B107) vara versionshanterade så att det finns möjlighet att använda gamla Versioner vid behov.,B107
754,B108 - Skicka samma info igen,Det ska (B108) vara möjligt att skicka samma information till HES flera gånger,B108
755,B109 - Konfigurationsförändring för att ändra info som integreras,Beställaren ska (B109) kunna ändra struktur och omfattning på information som integreras till och/eller från HES genom konfigurationsförändring eller likvärdigt.,B109
757,B111 - Sign on-inloggning,"HES ska (B111) ha single sign on-inloggning för Beställarens Användare på de av Beställaren, för närvarande, använda standardklienter.",B111
760,B114 - Stratum nivå för synkning med NTP,Synkning med NTP ska (B114) vara med stratum nivå som är max 3.,B114
766,B120 - Segmenterad kommunikationslösning,Kommunikationslösningen ska (B120) vara segmenterad.,B120
991,S537 - Utformande av lösning,Leverantören ska (S537) designa och utforma Lösningen enligt ställda krav i Appendix B.2.1 Kravspecifikation Teknisk Lösning.,S537
992,S538 - Tillhandahålla lösningsspecifikationer,Leverantören ska (S538) ta fram design- och lösningsspecifikationer som godkänns av Beställaren innan Leverantören utformar Lösningen.,S538
995,S541 - Testplans innehåll,"Testplanen ska (S541) minst innehålla: 
-Beskrivning av testprocessen enligt innehåll i figur 1 i punkt 3.2, d.v.s. beskrivning av testplanering, förberedelser, genomförande och avslut av test. 
-En beskrivning som steg för steg ger instruktion för genomförande och underlag för utvärdering av testresultat. 
-Beskrivning, bedömning och beslut kring åtgärder av rapporterade fel samt deras allvarlighetsgrad.",S541
996,S542 - Uppdatering av testplan,Leverantören ska (S542) kontinuerligt uppdatera testplanen med de överenskomna förändringar som sker.,S542
997,S543 - Ta fram testfall,"Leverantören ska (S543) utarbeta testfall baserade på avtalade krav, d.v.s. avtalad Specifikation såvida ej annat avtalats.",S543
998,S544 - Testfalls innehåll,Varje testfall ska (S544) innehålla en detaljerad instruktion för genomförande och underlag för utvärdering av testresultat för berörd funktion.,S544
999,S545 - Testverktyg,Leverantören ska (S545) använda ett av Beställaren anvisat verktyg för att följa Beställarens rapportering av testresultat. Leverantören ansvarar för att i verktyget registrera sin återkoppling och status på Beställarens rapporterade fel och synpunkter. Beställaren använder idag ReQtest i felhanteringsprocessen.,S545
1000,S546 - Beställarens testfall,Beställaren ska(S546) ha rätt att utarbeta egna och nya testfall baserade på Specifikation. Nya testfall kan skapas fram till Slutgodkännande av Leveransprojektet.,S546
1001,S547 - Utförande av testfall,"Leverantörer ska (S547) ha möjlighet i de fall det bedöms lämpligt enligt överenskommelse med Beställaren, överlåta till Beställaren att utföra vissa testfall i punkt 3.2.5.",S547
1002,S548 - Testrapport,"Leverantören ska (S548) upprätta en testrapport för de testfaser som Leverantören ansvarar för under Leveransprojektet, enligt figur 1 i punkt 3.2.",S548
1003,S549 - Testrapports innehåll,"Testrapporten ska (S549) minst innehålla: 
-Testfall som körts -Resultat av testerna -Ev. kvarstående fel -Ev. kvarstående testfall -Förslag på åtgärder",S549
1004,S550 - Godkännande av testrapport,Leverantören ska (S550) överlämna testrapporten till Beställaren för kontroll och godkännande.,S550
1005,S551 - Godkännande som startkriterie,Efterföljande test enligt figur 1 under punkt 3.2 ska (S551) ej påbörjas utan att testrapporten från föregående testfas är godkänd av Beställaren.,S551
1006,S552 - Krav på FAT,Leverantören ska (S552) före leverans av Mätsystemet genomföra en systemtest/FAT (FAT – Factory Acceptance Test) hos Leverantören.,S552
1007,S553 - Deltagande på FAT,Leverantören ska (S553) bereda Beställaren eller dennes representant(er) möjlighet att medverka som observatör vid genomförandet av FAT.,S553
1008,S554 - Redovisa förändringar efter FAT,"Modifieringar av Mätsystemet utförda mellan FAT och installation hos Beställaren ska (S554) redovisas av Leverantören,",S554
1009,S555 - Omtest efter modifieringar,Leverantören ska även (S555) redovisa möjliga konsekvenser och påverkan på andra funktioner från gjorda modifieringar. Beställaren har rätt att kräva upprepning av de tester som gjorts i FAT om sådana modifieringar utförs.,S555
1010,S556 - Krav vid leverans och installation i testmiljön,"Leverantören ska (S556) vid leverans och installation av Mätsystemet i Beställarens testmiljö: 
-installera, -konfigurera/parametersätta, -eventuellt migrera strukturdata, -genomföra test med liknande omfattning som FAT samt inkluderat systemintegrationstest (SIT), samt -genomföra felrättningar och omtester.",S556
1011,S557 - Omfattning UAT,Beställarens UAT (User Acceptance Test) ska (S557) omfatta test och verifiering av samtliga krav enligt Specifikationen om inte annat överenskommes.,S557
1012,S558 - Utbildning inför UAT,Leverantören ska (S558) genomföra nödvändig utbildning samt överlämna relevant dokumentation enligt punkt 5 innan Beställarens UAT påbörjas.,S558
1013,S559 - Support under UAT,Leverantören ska (S559) närvara hos Beställaren och vara behjälplig då Beställaren genomför UAT.,S559
1014,S560 - Krav vid leverans och installation i produktionsmiljönmiljön,"Leverantören ska (S560) vid installation och driftsättning av Mätsystemet i Beställarens produktionsmiljö: 
-installera, -eventuellt konfigurera/parametersätta, -eventuellt migrera strukturdata, -driftsätta, -verifiera och testa Mätsystemet inklusive integrationer i produktionsmiljön, samt -genomföra felrättningar och omtester",S560
1015,S561 - Support under Produktionstest,Leverantören ska (S561) närvara hos Beställaren och vara behjälplig då Beställarens genomför produktionstest.,S561
1016,S562 - Fel i produktionsmiljön,Om utfallet av produktionstestet utvisar att någon del av Mätsystemet inte är riktigt driftsatt eller i övrigt inte fungerar som avtalat ska (S562) Leverantören så snart som möjligt vidta sådana åtgärder som erfordras för att den felande delen ska (S563) fungera i produktionsmiljön.,S562
1017,S563 - Åtgärd vid fel i produktionsmiljön,Om utfallet av produktionstestet utvisar att någon del av Mätsystemet inte är riktigt driftsatt eller i övrigt inte fungerar som avtalat ska (S562) Leverantören så snart som möjligt vidta sådana åtgärder som erfordras för att den felande delen ska (S563) fungera i produktionsmiljön.,S563
1018,S564 - Pilot,"Leverantören ska (S564) efter Beställarens godkända produktionstest genomföra en Pilot inkluderande provdrift i produktionsmiljö, enligt Bilaga B.3 Leverans- och Införandeavtal.",S564
1019,S565 - Funktion under pilot,Mätsystemet ska (S565) fungera operativt i Beställarens IT-tekniska miljö utan väsentliga driftstörningar under provdriften.,S565
1139,B507 - Systemdokumentation,Systemdokumentation och övrig dokumentation ska (B507) vara på svenska och levereras i elektroniskt format.,B507
